t,x1_raw,x1,x2,line_pos,has_line,err,mode,v_cap,kp,ki,kd,base_v,left,right,ir0,ir1,ir2,ir3,ir4,ir5,ir6,ir7
2.47,100.0,91.10736876315339,74.14595609553203,0.14422283940682673,1.0,0.14285714285714285,HF,0.75,0.4,0.0,0.18,0.5,-0.2397592272077287,1.0,0,0,28,329,756,340,15,5
2.48,100.0,92.88589501052272,70.78827835848222,0.13469686939269207,1.0,0.12317371368408203,HF,0.75,0.4,0.0,0.18,0.5,0.805032239641462,0.19496776035853808,15,0,22,333,720,296,22,0
2.49,80.5032239641462,90.4093608012474,71.97232450781152,0.0900328097444666,1.0,0.08991009848458427,HF,0.75,0.4,0.0,0.18,0.5,1.0,-0.06278103419712588,0,12,35,426,713,223,19,2
2.5,100.0,92.32748864099793,73.14122599443907,0.12686369321065716,1.0,0.12944889068603516,HF,0.75,0.4,0.0,0.18,0.5,-0.26347781590053,1.0,0,0,22,346,769,302,10,0
2.5100000000000002,100.0,93.86199091279835,72.96373212343698,0.12227266117330932,1.0,0.11476727894374303,HF,0.75,0.4,0.0,0.18,0.5,0.718362099783761,0.28163790021623897,4,0,31,363,743,265,18,0
2.52,71.8362099783761,89.4568347259139,72.35042283781702,0.17501449132061436,1.0,0.1762523651123047,HF,0.75,0.4,0.0,0.18,0.5,-0.5,1.0,2,0,24,264,735,385,53,0
2.5300000000000002,100.0,91.56546778073111,72.94726415362291,0.10091776691480865,1.0,0.09761905670166016,HF,0.75,0.4,0.0,0.18,0.5,1.0,-0.5,4,0,37,401,740,253,5,0
2.54,100.0,93.2523742245849,70.58084029050165,0.09856475502415682,1.0,0.10324723379952568,HF,0.75,0.4,0.0,0.18,0.5,0.35739391871861037,0.6426060812813896,0,0,60,398,696,229,22,16
2.5500000000000003,64.26060812813897,87.45402100529571,68.82803337552409,0.09057817134211926,1.0,0.08504152297973633,HF,0.75,0.4,0.0,0.18,0.5,0.7936861855643137,0.2063138144356863,14,3,36,405,663,216,15,7
2.56,79.36861855643137,85.83694051552285,69.97220809541493,0.1344832121214052,1.0,0.14119482040405273,HF,0.75,0.4,0.0,0.18,0.5,-0.5,1.0,0,2,19,320,707,298,29,0
2.57,100.0,88.66955241241828,72.07647598992006,0.10853982438595154,1.0,0.11383778708321708,HF,0.75,0.4,0.0,0.18,0.5,0.9468914849417549,0.0531085150582451,0,0,58,374,740,263,18,14
2.58,94.68914849417548,89.87347162876972,72.74421094521372,0.15018447530104861,1.0,0.13865838732038224,HF,0.75,0.4,0.0,0.18,0.5,-0.0022341591971257735,1.0,0,10,32,301,733,332,21,0
2.59,100.0,91.89877730301578,74.47487626936828,0.13829014770865497,1.0,0.14324801308768137,HF,0.75,0.4,0.0,0.18,0.5,0.3600875309535432,0.6399124690464568,0,0,34,318,756,320,34,0
2.6,63.991246904645685,86.31727122334176,68.24689458791624,0.16500806472204116,1.0,0.1733161381312779,HF,0.75,0.4,0.0,0.18,0.5,-0.11055270603724887,1.0,0,0,13,260,689,322,38,10
2.61,100.0,89.05381697867341,73.30304398267901,0.1351777816849072,1.0,0.14070892333984375,HF,0.75,0.4,0.0,0.18,0.5,1.0,-0.030646296909877413,0,0,32,342,743,308,27,11
2.62,100.0,91.24305358293873,73.40901307964944,0.17916726037208358,1.0,0.17187649863106863,HF,0.75,0.4,0.0,0.18,0.5,-0.1297669546944752,1.0,0,11,19,250,752,400,35,0
2.63,100.0,92.99444286635098,72.59315109028152,0.17823812932149813,1.0,0.168119021824428,HF,0.75,0.4,0.0,0.18,0.5,0.50038697378976,0.49961302621023995,1,2,30,264,734,396,29,3
2.64,50.038697378976,84.40329376887598,75.61861269946623,0.1703319420347778,1.0,0.1771117619105748,HF,0.75,0.4,0.0,0.18,0.5,0.26728597368512796,0.732714026314872,0,0,10,274,764,377,36,7
2.65,73.2714026314872,82.17691554139823,70.18448763970616,0.2109232774827801,1.0,0.20714282989501953,HF,0.75,0.4,0.0,0.18,0.5,-0.12341635567801312,1.0,4,8,5,203,675,447,53,5
2.66,100.0,85.74153243311859,69.6488107887503,0.16860320227355208,1.0,0.16883114406040736,HF,0.75,0.4,0.0,0.18,0.5,1.0,-0.12207788739885606,4,0,21,250,714,344,37,5
2.67,100.0,88.59322594649488,70.60645636314085,0.20423010364388966,1.0,0.20761067526681082,HF,0.75,0.4,0.0,0.18,0.5,-0.2810758318219865,1.0,2,0,3,192,697,416,49,0
2.68,100.0,90.87458075719591,73.35828555087639,0.19274709242629479,1.0,0.19005189623151506,HF,0.75,0.4,0.0,0.18,0.5,0.7400372641427176,0.25996273585728236,0,6,16,236,735,410,51,5
2.69,74.00372641427177,87.50040988861109,69.96663374284701,0.2002135444035783,1.0,0.20199148995535715,HF,0.75,0.4,0.0,0.18,0.5,0.20429071698869944,0.7957092830113006,0,0,14,223,700,407,51,11
2.7,79.57092830113007,85.91451357111488,72.7736170413784,0.23332568932382416,1.0,0.21737452915736608,HF,0.75,0.4,0.0,0.18,0.5,0.13615548270089295,0.863844517299107,16,8,10,180,685,502,65,14
2.71,86.38445172991071,86.00850120287404,70.363142668116,0.24866299115844026,1.0,0.24876131330217635,HF,0.75,0.4,0.0,0.18,0.5,-0.16446663992745536,1.0,3,0,9,130,646,522,71,3
2.72,100.0,88.80680096229923,75.90831486750058,0.21450354998462076,1.0,0.19985103607177734,HF,0.75,0.4,0.0,0.18,0.5,1.0,-0.3004445757184713,0,11,26,207,744,494,52,0
2.73,100.0,91.04544076983939,74.46174902630948,0.2650093908296314,1.0,0.2628077098301479,HF,0.75,0.4,0.0,0.18,0.5,-0.5,1.0,4,0,21,132,650,580,107,9
2.74,100.0,92.83635261587152,72.82973100072383,0.24734758327849882,1.0,0.24691731589181082,HF,0.75,0.4,0.0,0.18,0.5,0.687260164533343,0.31273983546665696,0,4,0,152,667,521,81,0
2.75,68.72601645333431,88.01428538336408,75.51095139663099,0.2763911545251334,1.0,0.27680996486118864,HF,0.75,0.4,0.0,0.18,0.5,-0.14879166739327632,1.0,0,0,3,122,644,602,97,8
2.7600000000000002,100.0,90.41142830669126,73.25905916844363,0.23576363832733754,1.0,0.2257495607648577,HF,0.75,0.4,0.0,0.18,0.5,1.0,-0.32878744942801397,7,0,9,177,685,514,66,0
2.77,100.0,92.32914264535302,71.58828113823932,0.24390169661017125,1.0,0.24808815547398158,HF,0.75,0.4,0.0,0.18,0.5,-0.0013299669538225922,1.0,0,0,2,153,656,512,73,5
2.7800000000000002,100.0,93.86331411628241,73.74903414826504,0.2528791319011958,1.0,0.25430175236293245,HF,0.75,0.4,0.0,0.18,0.5,0.2864345550537113,0.7135654449462887,0,0,2,146,659,538,80,3
2.79,71.35654449462888,89.3619601919517,73.19005893167113,0.26181864559157186,1.0,0.26207174573625835,HF,0.75,0.4,0.0,0.18,0.5,0.2553114209856304,0.7446885790143696,0,0,5,131,651,547,87,5
2.8000000000000003,74.46885790143696,86.38333973384876,72.36766903264501,0.33396548230642165,1.0,0.3367780957903181,HF,0.75,0.4,0.0,0.18,0.5,-0.5,1.0,2,0,1,56,507,668,173,3
2.81,100.0,89.10667178707901,71.7664681684095,0.27456983447032146,1.0,0.25360829489571707,HF,0.75,0.4,0.0,0.18,0.5,1.0,-0.4785566820417132,13,0,19,127,617,577,102,0
2.82,100.0,91.28533742966322,71.4422332116985,0.3113921862080955,1.0,0.3067197799682617,HF,0.75,0.4,0.0,0.18,0.5,-0.5,1.0,0,0,2,100,554,633,144,2
2.83,100.0,93.02826994373058,68.59225682634656,0.2832329074298193,1.0,0.2787952423095703,HF,0.75,0.4,0.0,0.18,0.5,0.8911235809326172,0.10887641906738282,12,0,1,105,587,577,120,2
2.84,89.11235809326172,92.24508757363681,72.59124897749419,0.2786410045693493,1.0,0.26744065965924946,HF,0.75,0.4,0.0,0.18,0.5,0.5974062238420756,0.4025937761579244,11,0,5,109,609,582,99,0
2.85,59.74062238420756,85.74419453575096,70.90346241014984,0.3329038175093559,1.0,0.332249505179269,HF,0.75,0.4,0.0,0.18,0.5,-0.5,1.0,0,1,11,65,493,658,170,8
2.86,100.0,88.59535562860077,70.9375714107848,0.33318281621442875,1.0,0.3348245620727539,HF,0.75,0.4,0.0,0.18,0.5,0.31971915108816995,0.68028084891183,0,5,5,67,492,653,166,17
2.87,68.028084891183,84.48190148111722,70.72538450594242,0.3399392168295916,1.0,0.3434606279645647,HF,0.75,0.4,0.0,0.18,0.5,0.2071665627615794,0.7928334372384206,0,0,1,57,476,661,172,6
2.88,79.28334372384207,83.44218992966219,67.52353753335005,0.2956149341353956,1.0,0.2984674998692104,HF,0.75,0.4,0.0,0.18,0.5,1.0,-0.19048930576869372,0,3,0,90,538,586,109,7
2.89,100.0,86.75375194372975,72.28251428017492,0.30265953300803616,1.0,0.28854220254080637,HF,0.75,0.4,0.0,0.18,0.5,0.5632384708949499,0.43676152910505006,6,1,7,126,551,641,126,7
2.9,56.323847089495,80.6677709728828,71.90897550939752,0.34400577849889685,1.0,0.34469195774623324,HF,0.75,0.4,0.0,0.18,0.5,-0.5,1.0,0,2,0,69,480,674,174,18
2.91,100.0,84.53421677830625,70.92932982596756,0.36685022649831966,1.0,0.35922908782958984,HF,0.75,0.4,0.0,0.18,0.5,0.09464002336774513,0.9053599766322549,0,6,6,64,430,702,209,21
2.92,90.53599766322549,85.73457295529009,70.56233522478254,0.3817362610989315,1.0,0.38694681440080914,HF,0.75,0.4,0.0,0.18,0.5,-0.15369780404227096,1.0,0,0,1,44,399,707,242,21
2.93,100.0,88.58765836423207,73.7383091849938,0.3648381310519471,1.0,0.3477236883980887,HF,0.75,0.4,0.0,0.18,0.5,1.0,-0.06692679268973212,0,7,8,64,448,721,200,8
2.94,100.0,90.87012669138566,73.99314102115889,0.37168304271249597,1.0,0.362126214163644,HF,0.75,0.4,0.0,0.18,0.5,0.09590405055454726,0.9040959494454528,5,0,3,39,441,708,223,0
2.95,90.40959494454528,90.77802034201758,74.41198903309363,0.40356997830607283,1.0,0.3839999607631138,HF,0.75,0.4,0.0,0.18,0.5,-0.04732742309570259,1.0,3,12,0,48,384,754,289,10
2.96,100.0,92.62241627361406,70.35097167694465,0.3827974668672805,1.0,0.3749094009399414,HF,0.75,0.4,0.0,0.18,0.5,0.5136663164411269,0.4863336835588731,0,0,10,39,399,699,216,16
2.97,51.366631644112694,84.37125934771379,68.17549004916044,0.40047637537172587,1.0,0.3836882455008371,HF,0.75,0.4,0.0,0.18,0.5,0.18850549970354308,0.8114945002964569,0,15,7,33,361,685,256,18
2.98,81.14945002964569,83.72689748410016,72.52804016266734,0.43410223270465575,1.0,0.4365189416067941,HF,0.75,0.4,0.0,0.18,0.5,-0.5,1.0,5,2,0,16,307,742,320,46
2.99,100.0,86.98151798728013,75.03278811050714,0.4274240360581242,1.0,0.42663042885916574,HF,0.75,0.4,0.0,0.18,0.5,0.5073410579136443,0.49265894208635574,0,0,0,27,334,757,330,24
3.0,50.73410579136443,79.73203554809699,68.18438488424522,0.40481511996780767,1.0,0.3940485545567104,HF,0.75,0.4,0.0,0.18,0.5,0.928854315621512,0.071145684378488,0,15,4,20,347,681,268,14
3.0100000000000002,92.8854315621512,82.36271475090783,71.81272762252166,0.4550889553898929,1.0,0.4555179050990513,HF,0.75,0.4,0.0,0.18,0.5,-0.5,1.0,0,0,0,26,256,706,363,38
3.02,100.0,85.89017180072626,74.40052349947766,0.4257636332185284,1.0,0.41926097869873047,HF,0.75,0.4,0.0,0.18,0.5,0.9849202837262832,0.015079716273716848,0,9,0,23,334,764,318,25
3.0300000000000002,98.49202837262831,88.41054311510668,67.02334529317402,0.428214136424311,1.0,0.4214068821498326,HF,0.75,0.4,0.0,0.18,0.5,0.29281098502022906,0.7071890149797709,3,0,0,27,292,687,286,21
3.04,70.7189014979771,84.87221479168076,73.22043233917844,0.4507641812104011,1.0,0.4555478777204241,HF,0.75,0.4,0.0,0.18,0.5,-0.296757071358817,1.0,0,1,5,3,290,742,368,42
3.0500000000000003,100.0,87.8977718333446,69.25665260553907,0.43957006552188593,1.0,0.4313105174473354,HF,0.75,0.4,0.0,0.18,0.5,0.7637482779366624,0.23625172206333755,0,0,14,14,280,709,315,24
3.06,76.37482779366624,85.59318302540893,72.63490652250034,0.4531197760377115,1.0,0.4515463965279715,HF,0.75,0.4,0.0,0.18,0.5,-0.044864382062638763,1.0,0,0,0,21,288,738,369,39
3.0700000000000003,100.0,88.47454642032714,69.4613390069066,0.499724924019482,1.0,0.4781548636300223,HF,0.75,0.4,0.0,0.18,0.5,-0.17021435328892298,1.0,1,13,0,24,196,678,443,51
3.08,100.0,90.77963713626171,74.40106331694774,0.47425486933262584,1.0,0.4703641619001116,HF,0.75,0.4,0.0,0.18,0.5,0.4520869663783479,0.5479130336216521,0,0,0,17,244,754,404,44
3.09,54.79130336216521,83.58197038144242,68.36404154922569,0.4922864404456269,1.0,0.48355633871895926,HF,0.75,0.4,0.0,0.18,0.5,0.06911828177315849,0.9308817182268415,0,3,0,21,206,675,419,53
3.1,93.08817182268415,85.48321066969076,70.58621486402531,0.4997156475839233,1.0,0.47438389914376394,HF,0.75,0.4,0.0,0.18,0.5,0.47535035269601,0.52464964730399,13,8,0,13,183,689,452,39
3.11,52.464964730399,78.87956148183241,69.67643231217528,0.4823185050079435,1.0,0.4858786719185965,HF,0.75,0.4,0.0,0.18,0.5,0.0987426212855751,0.9012573787144249,0,0,3,14,215,685,417,57
3.12,90.1257378714425,81.12879675975444,71.03287703230693,0.4809759554665769,1.0,0.47717761993408203,HF,0.75,0.4,0.0,0.18,0.5,0.4657478877476279,0.5342521122523721,3,0,0,18,207,716,414,41
3.13,53.42521122523721,75.588079652851,71.8215316915571,0.49756427609706716,1.0,0.48467608860560824,HF,0.75,0.4,0.0,0.18,0.5,0.17115712847028502,0.8288428715297149,0,11,0,14,207,691,456,52
3.14,82.8842871529715,77.0473211528751,73.69354155043298,0.46072331599254956,1.0,0.4557540076119559,HF,0.75,0.4,0.0,0.18,0.5,0.8382958548409598,0.1617041451590402,0,0,3,21,259,740,387,30
3.15,83.82958548409599,78.40377401911928,73.68396739090426,0.5006893508452065,1.0,0.5094413757324219,HF,0.75,0.4,0.0,0.18,0.5,-0.5,1.0,0,0,0,0,190,715,481,59
3.16,100.0,82.72301921529542,70.78699322356852,0.5218486225365879,1.0,0.5237404959542411,HF,0.75,0.4,0.0,0.18,0.5,0.033119637625557474,0.9668803623744425,0,0,0,0,161,663,493,64
3.17,96.68803623744425,85.51602261972519,70.10850787860643,0.529402165229166,1.0,0.5320519038609096,HF,0.75,0.4,0.0,0.18,0.5,0.13757389613560295,0.862426103864397,0,6,0,0,141,641,511,76
3.18,86.2426103864397,85.66134017306808,73.95684422405607,0.5320349904977117,1.0,0.5338142939976284,HF,0.75,0.4,0.0,0.18,0.5,0.25475125994001113,0.7452487400599889,0,0,0,17,148,684,543,93
3.19,74.52487400599888,83.43404693965424,71.180626814741,0.5400405064233632,1.0,0.5223182950701032,HF,0.75,0.4,0.0,0.18,0.5,0.49800066266741183,0.5019993373325882,18,0,0,0,148,625,529,85
3.2,50.19993373325882,76.78722429837515,72.37035107365983,0.5383510355579452,1.0,0.533531733921596,HF,0.75,0.4,0.0,0.18,0.5,0.08474540710449041,0.9152545928955096,1,10,0,0,140,660,544,85
3.21,91.52545928955095,79.73487129661031,74.36698733377986,0.5101749708429372,1.0,0.481651851109096,HF,0.75,0.4,0.0,0.18,0.5,1.0,-0.24117715018136243,13,12,5,23,175,706,488,69
3.22,100.0,83.78789703728825,69.89971852079572,0.5526246381294136,1.0,0.5383986064365932,HF,0.75,0.4,0.0,0.18,0.5,-0.5,1.0,10,5,2,0,119,619,552,90
3.23,100.0,87.0303176298306,71.16418090846823,0.5005428430466704,1.0,0.4877192633492606,HF,0.75,0.4,0.0,0.18,0.5,1.0,-0.2171404702322831,0,15,0,11,202,680,455,62
3.24,100.0,89.62425410386449,72.0249986438145,0.601856965954936,1.0,0.5840663909912109,HF,0.75,0.4,0.0,0.18,0.5,-0.5,1.0,0,8,0,8,87,534,648,128
3.25,100.0,91.6994032830916,73.20649500114278,0.5537282365674216,1.0,0.5453924451555524,HF,0.75,0.4,0.0,0.18,0.5,0.9779740469796325,0.022025953020367472,5,8,2,6,123,631,583,107
3.2600000000000002,97.79740469796326,92.91900356606592,71.52377912737589,0.5518084591358052,1.0,0.5360382625034877,HF,0.75,0.4,0.0,0.18,0.5,0.45395998273576893,0.546040017264231,0,9,5,20,122,622,558,97
3.27,54.6040017264231,85.25600319813736,71.56866472490474,0.5364009059101345,1.0,0.5170303072248187,HF,0.75,0.4,0.0,0.18,0.5,0.6353310721261155,0.3646689278738845,7,5,0,17,157,650,528,83
3.2800000000000002,63.53310721261155,80.9114240010322,70.27659385948748,0.5572823727046717,1.0,0.5430627550397601,HF,0.75,0.4,0.0,0.18,0.5,-0.18580916268484937,1.0,0,7,0,16,119,604,552,92
3.29,100.0,84.72913920082577,74.83706269029608,0.5095988728836828,1.0,0.49971076420375277,HF,0.75,0.4,0.0,0.18,0.5,1.0,-0.0804515293666308,10,2,0,0,204,707,487,72
3.3000000000000003,100.0,87.78331136066062,72.67710575257183,0.5431236073403322,1.0,0.5319727488926479,HF,0.75,0.4,0.0,0.18,0.5,-0.29350482395717137,1.0,1,0,8,14,146,652,563,86
3.31,100.0,90.2266490885285,69.6362517491584,0.5732548052489264,1.0,0.559955324445452,HF,0.75,0.4,0.0,0.18,0.5,-0.2276684897286554,1.0,16,0,0,6,104,565,589,127
3.3200000000000003,100.0,92.18131927082281,72.39226291804782,0.5484259481373811,1.0,0.5393830708095005,HF,0.75,0.4,0.0,0.18,0.5,0.6545473371233268,0.34545266287667326,0,2,8,9,135,633,548,96
3.33,65.45473371233268,86.83600215912477,73.82754324277117,0.537696400650979,1.0,0.524517331804548,HF,0.75,0.4,0.0,0.18,0.5,0.5577763693673273,0.44222363063267267,12,4,11,0,139,666,551,97
3.34,55.77763693673273,80.62432911464636,73.41215782763027,0.5657259330073345,1.0,0.5495322091238839,HF,0.75,0.4,0.0,0.18,0.5,-0.1700806753976004,1.0,0,9,0,17,116,631,603,105
3.35,100.0,84.49946329171709,70.96120725634775,0.5655982883950433,1.0,0.5608388355800084,HF,0.75,0.4,0.0,0.18,0.5,0.0721451895577564,0.9278548104422436,3,0,0,2,115,580,581,95
3.36,92.78548104422435,86.15666684221854,69.69333519358851,0.5403784718474558,1.0,0.5332716533115932,HF,0.75,0.4,0.0,0.18,0.5,0.7829006195068353,0.21709938049316468,0,0,0,21,135,628,524,81
3.37,78.29006195068354,84.58334586391155,71.84511307854801,0.551804369543914,1.0,0.5282298496791294,HF,0.75,0.4,0.0,0.18,0.5,0.3794605255126959,0.6205394744873041,11,14,0,0,128,620,563,86
3.38,62.053947448730405,80.07746618087532,76.3301121356132,0.6009862635208065,1.0,0.5886846269880023,HF,0.75,0.4,0.0,0.18,0.5,-0.5,1.0,1,8,8,0,82,575,690,151
3.39,100.0,84.06197294470026,68.846007035618,0.5624684297627296,1.0,0.5508743013654437,HF,0.75,0.4,0.0,0.18,0.5,0.9602361406598772,0.03976385934012283,0,0,15,0,118,597,573,94
3.4,96.02361406598772,86.45430116895774,72.9828589054404,0.5911589756182679,1.0,0.5895675931658063,HF,0.75,0.4,0.0,0.18,0.5,-0.4323062896728498,1.0,1,0,3,0,99,569,636,149
3.41,100.0,89.1634409351662,70.6501319624189,0.5728351782427697,1.0,0.5503478731427874,HF,0.75,0.4,0.0,0.18,0.5,0.9858158111572248,0.01418418884277517,15,0,0,2,113,584,577,105
3.42,98.58158111572249,91.04706897127744,70.78529113357558,0.5803843481427656,1.0,0.5695318494524274,HF,0.75,0.4,0.0,0.18,0.5,-0.07312431335449043,1.0,3,3,0,11,102,581,605,126
3.43,100.0,92.83765517702196,72.93309062290025,0.6097897534975409,1.0,0.5854380471365792,HF,0.75,0.4,0.0,0.18,0.5,-0.02048677716936409,1.0,4,0,18,9,83,521,656,157
3.44,100.0,94.27012414161757,72.29104239553648,0.571429096438575,1.0,0.5553546633039202,HF,0.75,0.4,0.0,0.18,0.5,0.8193590436662932,0.1806409563337068,1,12,5,0,110,592,595,107
3.45,81.93590436662932,91.80328018661992,71.04470883479199,0.5593706058205619,1.0,0.5448834555489677,HF,0.75,0.4,0.0,0.18,0.5,0.47052835736955945,0.5294716426304406,0,0,0,20,129,606,567,88
3.46,52.94716426304406,84.03205700190475,75.39144575562173,0.6231020884686888,1.0,0.6118999208722796,HF,0.75,0.4,0.0,0.18,0.5,-0.5,1.0,1,8,1,0,67,522,704,176
3.47,100.0,87.2256456015238,71.81720088498177,0.5841489136971675,1.0,0.5869215556553432,HF,0.75,0.4,0.0,0.18,0.5,0.7148419516427182,0.2851580483572818,0,0,0,0,106,555,625,134
3.48,71.48419516427182,84.0773555140734,71.39563882603476,0.53424715159043,1.0,0.5259878976004464,HF,0.75,0.4,0.0,0.18,0.5,1.0,-0.3696048409598215,0,0,0,2,162,656,515,64
3.49,100.0,87.26188441125872,71.34596536478045,0.582523610028292,1.0,0.5637092590332031,HF,0.75,0.4,0.0,0.18,0.5,-0.4044682094029024,1.0,3,0,4,18,105,570,608,117
3.5,100.0,89.80950752900698,74.3612818249043,0.5746750906309697,1.0,0.5729940959385463,HF,0.75,0.4,0.0,0.18,0.5,0.10367529732840375,0.8963247026715963,0,0,0,0,113,609,625,113
3.5100000000000002,89.63247026715962,89.77410007663751,74.4416425976261,0.5700666835213932,1.0,0.5482493809291294,HF,0.75,0.4,0.0,0.18,0.5,0.7261051177978521,0.27389488220214786,13,0,3,7,109,622,624,95
3.52,72.61051177978521,86.34138241726706,73.00548961498163,0.5380762444693488,1.0,0.5228809629167829,HF,0.75,0.4,0.0,0.18,0.5,0.7474791390555251,0.2525208609444749,0,13,0,0,147,676,527,73
3.5300000000000002,74.74791390555251,84.02268871492414,74.99486336635925,0.6254005079609257,1.0,0.6028667177472796,HF,0.75,0.4,0.0,0.18,0.5,-0.5,1.0,0,0,16,14,74,507,706,178
3.54,100.0,87.21815097193932,72.66170260923116,0.6175432520173978,1.0,0.5934671674455915,HF,0.75,0.4,0.0,0.18,0.5,0.4318050384521501,0.5681949615478499,7,0,11,4,77,525,665,163
3.5500000000000003,56.819496154784986,81.13842000850845,70.93709089728156,0.557421476558172,1.0,0.5307568141392299,HF,0.75,0.4,0.0,0.18,0.5,1.0,-0.3676972743443081,2,20,0,4,128,612,561,85
3.56,100.0,84.91073600680676,72.46557348588033,0.5738842659140629,1.0,0.559882572719029,HF,0.75,0.4,0.0,0.18,0.5,-0.2482166835239944,1.0,0,9,7,4,110,604,606,120
3.5700000000000003,100.0,87.92858880544541,71.4050355982523,0.6154923262887237,1.0,0.6076604298182896,HF,0.75,0.4,0.0,0.18,0.5,-0.5,1.0,2,1,0,4,66,504,653,150
3.58,100.0,90.34287104435633,76.24954280603393,0.6161115666261733,1.0,0.6003039223807198,HF,0.75,0.4,0.0,0.18,0.5,0.3922955649239679,0.6077044350760321,15,0,0,0,71,535,716,167
3.59,60.77044350760321,84.4283855370057,74.13675866738804,0.6018051688663176,1.0,0.5697074617658343,HF,0.75,0.4,0.0,0.18,0.5,0.8228533063616057,0.1771466936383943,18,0,10,11,78,564,668,145
3.6,82.28533063616057,83.99977455683667,70.352129026056,0.5755911522858718,1.0,0.5519012723650251,HF,0.75,0.4,0.0,0.18,0.5,0.5997509002685564,0.4002490997314436,16,0,6,0,97,584,579,108
3.61,59.97509002685564,79.19483765084046,72.06805482214446,0.5924707764597823,1.0,0.5865498951503209,HF,0.75,0.4,0.0,0.18,0.5,-0.3582951681954526,1.0,0,3,5,8,83,556,642,139
3.62,100.0,83.35587012067236,69.25428109703788,0.5975690292132796,1.0,0.5835530417306083,HF,0.75,0.4,0.0,0.18,0.5,0.3205221448625828,0.6794778551374172,0,0,15,0,77,533,603,127
3.63,67.94778551374172,80.27425319928624,73.1928822751635,0.5781826249915413,1.0,0.5703456061226981,HF,0.75,0.4,0.0,0.18,0.5,0.5095955984933036,0.49040440150669645,0,5,3,5,102,597,617,122
3.64,50.95955984933036,74.41131452929505,71.00613594976404,0.5875852939862464,1.0,0.5852139336722237,HF,0.75,0.4,0.0,0.18,0.5,-0.0017154693603503857,1.0,0,0,0,0,96,561,621,121
3.65,100.0,79.52905162343605,72.8161056936735,0.6026669178258499,1.0,0.6016292572021484,HF,0.75,0.4,0.0,0.18,0.5,-0.0361275264195039,1.0,3,0,1,5,83,527,656,163
3.66,100.0,83.62324129874884,71.27992146248603,0.5775561304011494,1.0,0.5653047561645508,HF,0.75,0.4,0.0,0.18,0.5,0.9277191162109375,0.0722808837890625,2,2,9,0,109,584,599,118
3.67,92.77191162109375,85.45297536321782,74.05891496319671,0.6100894493276243,1.0,0.6019086837768555,HF,0.75,0.4,0.0,0.18,0.5,-0.3996341705322266,1.0,0,6,0,2,80,537,686,156
3.68,100.0,88.36238029057425,69.76090774323366,0.5853630140308863,1.0,0.5664745058332171,HF,0.75,0.4,0.0,0.18,0.5,0.9112254006522034,0.08877459934779663,1,9,4,0,114,555,611,119
3.69,91.12254006522033,88.91441224550346,73.0667184894109,0.6106845616632087,1.0,0.5883677346365792,HF,0.75,0.4,0.0,0.18,0.5,-0.12942521231514925,1.0,9,8,6,0,73,533,676,154
3.7,100.0,91.13152979640277,74.13034393142877,0.6236861913114038,1.0,0.6189825875418526,HF,0.75,0.4,0.0,0.18,0.5,-0.2986603873116629,1.0,0,0,0,4,65,522,700,175
3.71,100.0,92.90522383712222,69.12818095226295,0.5691391136238825,1.0,0.5502683094569615,HF,0.75,0.4,0.0,0.18,0.5,1.0,-0.35989267621721543,2,0,8,2,134,595,567,103
3.72,100.0,94.32417906969778,73.99116302800405,0.6304290283827922,1.0,0.6164003099714007,HF,0.75,0.4,0.0,0.18,0.5,-0.5,1.0,0,0,0,6,68,505,694,166
3.73,100.0,95.45934325575823,73.7160283906043,0.5808058622865684,1.0,0.571826526096889,HF,0.75,0.4,0.0,0.18,0.5,1.0,-0.0735974993024553,0,1,6,2,100,592,624,111
3.74,100.0,96.36747460460658,70.57063864601913,0.6088989734505944,1.0,0.6066736493791852,HF,0.75,0.4,0.0,0.18,0.5,-0.3699176788330061,1.0,2,1,0,0,59,517,655,136
3.75,100.0,97.09397968368528,70.82814465336449,0.6062635930792787,1.0,0.590886116027832,HF,0.75,0.4,0.0,0.18,0.5,0.5478211539132246,0.4521788460867754,10,0,0,0,79,539,644,145
3.7600000000000002,54.78211539132246,88.63160682521271,72.64416462153397,0.6007771105323739,1.0,0.5923198972429548,HF,0.75,0.4,0.0,0.18,0.5,0.23726397923060916,0.7627360207693908,0,6,1,2,77,557,655,138
3.77,76.27360207693908,86.16000587555799,74.00364970736388,0.5924791426875478,1.0,0.5923271179199219,HF,0.75,0.4,0.0,0.18,0.5,0.262939180646623,0.737060819353377,0,0,0,6,79,563,632,135
3.7800000000000002,73.70608193533769,83.66922108751393,71.69935907945626,0.597446843844446,1.0,0.5968523025512695,HF,0.75,0.4,0.0,0.18,0.5,0.17980575561523438,0.8201942443847656,0,0,3,0,89,539,638,147
3.79,82.01942443847656,83.33926175770647,73.17233160078557,0.5974055548896341,1.0,0.5911190850394112,HF,0.75,0.4,0.0,0.18,0.5,0.3667502811976847,0.6332497188023153,2,0,0,0,87,559,642,132
3.8000000000000003,63.32497188023153,79.33640378221149,69.22291489233758,0.5754483438697646,1.0,0.5748924527849469,HF,0.75,0.4,0.0,0.18,0.5,0.5621223994663787,0.43787760053362135,0,1,0,7,102,550,585,116
3.81,56.212239946637865,74.71157101509677,70.0122746503303,0.6177881747647406,1.0,0.6136315209524972,HF,0.75,0.4,0.0,0.18,0.5,-0.4427558353969032,1.0,0,0,0,0,66,493,647,148
